,edit_history_tweet_ids,id,text,topic
455,['1597427707494780928'],1597427707494780928,"I'm at Aeroporto Internacional de Salvador / Deputado Luís Eduardo Magalhães in Salvador, BA https://t.co/gDtSHxU2Ou",Deputado
456,['1597427648783081472'],1597427648783081472,@uczai @lula Que orgulho de ter um deputado como você querido Pedro !.,Deputado
457,['1597427571830194176'],1597427571830194176,"@IvanValente Deputado, vamos a verdade. Os vencimentos de muitos servidores estão congelados há mais de cinco anos, pois o teto do funcionalismo é o salário do governador. Portanto, estude primeiro a situação para poder avaliar.",Deputado
458,['1597427437222080512'],1597427437222080512,@DeputadoFederal Com 80 anos é Deputado essa teta é boa mesmo!! Deveria estar descansando não acha?,Deputado
459,['1597427263657549824'],1597427263657549824,@randolfeap Agora quero ver o que o pt vai fazer !!! Qual deputado vai carregar isso na cueca,Deputado
460,['1597427260243394560'],1597427260243394560,"@PFerreiraV2 ... sou do tempo em que o ex deputado da Assembleia Municipal de Celorico Basto gozava do apoio e aplauso generalizado, até da #ComunicaçãoSocial

É curioso, mas o segundo mandato tem sido substancialmente tão populista e demagogo como o primeiro, @PFerreiraV2

E não mudará",Deputado
461,['1597427206032044032'],1597427206032044032,@allan_urcino sossega deputado,Deputado
462,['1597427194157887489'],1597427194157887489,"@JanainaDoBrasil CONFIO plenamente no deputado.continue assim,nossa luta é pelo Brasil e liberdade.",Deputado
463,['1597427156036247552'],1597427156036247552,"@carlosjordy Triste deputado!?!?
Sentimentos todos temos, mas não cabe dar atenção  a isso agora.
A hora é de AÇÃO!!
O que o senhor está fazendo efetivamente pra salvar nosso país???",Deputado
464,['1597427152093265920'],1597427152093265920,@alertatotal @JovemPanNews Que nada… vai ter muito deputado trocando apoio por “sei lá o quê” … pode falar?,Deputado
465,['1597426959784738821'],1597426959784738821,"@HadlerJose @Luiz38710046 @MinJulioCesar Saindo do Eduardo e entrando nessa foto👆 esse rapaz é deputado? Vi ele na JP, e não sou muito simpática dele ..tô achando essa foto muito profissional 🤔",Deputado
466,['1597426955238117376'],1597426955238117376,"@_Janoninho Claro que sim mas e pra vc viu Danone 😁😀😆😅😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣isso mesmo se distraia bem com o passeio do nobre excelentíssimo sr.deputado ,e showwwww🤣🤣🤣te longe viu,de alcançar o jogo 🤣🤣🤣🤣🤣😏🤣🤣🤣🤣",Deputado
467,['1597426953027727361'],1597426953027727361,"Um deputado federal assistindo a copa enquanto o país está no caminho da desgraça.
É o pim da fincada.",Deputado
468,['1597426388675751937'],1597426388675751937,"@BolsonaroSP @UOLNoticias Meu caro Eduardo bolsonaro, não me leva a mal, mas tenha bom senso, nos se matando em frente aos quartéis pelo nosso país, e vc um deputado nos deixando para traz, para assistir copa do mundo no Qatar ? Que tipo de patriota é vc ? O Brasil se lascando e vc passeando? E foda cara",Deputado
469,['1597426264079757313'],1597426264079757313,"COMO UM RÉU, QUE AINDA TEM O MANDATO DE DEPUTADO FEDERAL, PODE SER ELEITO E REELEITO PRESIDENTE DA @camaradeputados ??
""Decisão provisória permite há 4 anos candidatura de Lira - 28/08/2022 - Poder - Folha"" https://t.co/SbYz4GAQYv",Deputado
470,['1597426213622272001'],1597426213622272001,@AndreJanonesAdv Como um vagabund@ desse ainda é eleito Deputado por São Paulo. https://t.co/ZmYzyNtfLh,Deputado
471,['1597426150053400579'],1597426150053400579,"@AndreJanonesAdv Acredito que um cara público agora deputado , teria que ter mais respeito com o povo brasileiro .",Deputado
472,['1597426141828378625'],1597426141828378625,"@BolsonaroSP Parabéns Deputado...vc deve estar muito preocupado mesmo com máscaras nos aeroportos e aviões, tanto é que, seu pai passando maus bocados no Brasil...o povo nas ruas apoiando seu pai, e o Sr curtindo os jogos da copa. O Sr no mínimo não se envergonha de ter viajado?",Deputado
473,['1597425860050849793'],1597425860050849793,"Sobre o Eduardo Bolsonaro, tem os que estão dizendo que foi uma jogada de mestre dele, para forçar a mídia a mostrar as manifestações

Tem também os que dizem que ele teria que ir como deputado de um modo ou de outro, já que é um evento com um aliado comercial",Deputado
474,['1597425598535606274'],1597425598535606274,"@lellybellepi Esse é João Rodrigues atual prefeito de Chapecó ex presidário condenado 5 anos por corrupção, também é o famoso deputado do vídeo pornô, envolvido no famoso caso do assassinato do vereador Marcelino Chiarello. Hoje usa o nome de Bolsonaro pra se manter na política. 🤮",Deputado
475,['1597425271413837824'],1597425271413837824,"@mitags @DeputadoFederal Paulo Pimenta (PT-RS) acusado de aplicar golpe milionário 

Não é de hoje que o nome do deputado federal Paulo Pimenta (PT-RS), líder do PT na Câmara, exala mau cheiro. Agora, o primo do parlamentar petista o acusa de operar um esquema de fraude na fronteira gaúcha.",Deputado
476,['1597425242611535872'],1597425242611535872,"@GuazziHelena @AndreJanonesAdv Tem um certo deputado da esquerda que vive fabricando fakes,.ele é frequentador de uma famosa praça de garotos de programas. Sabe quem é?",Deputado
477,['1597425182011891712'],1597425182011891712,"@gabrielapansani @Rconstantino O deputado deveria ser o primeiro na fila dos quartéis, mas ele não precisa pq tem trouxa fazendo isso por ele .",Deputado
478,['1597424952541675523'],1597424952541675523,"23:59 INCÊNDIO local: Rua Deputado Antonio Guglielmi Sobrinho, CRUZEIRO DO SUL, #CRICIUMA - princípio de incêndio em residência uni familiar.",Deputado
479,['1597424945117569024'],1597424945117569024,@Pri_Br22 @Venil49silva1 Alguém me explica por quê esse cara continua sendo deputado? Ele precisa ser cassado e preso!,Deputado
480,['1597424677454237696'],1597424677454237696,"@LucianoGiusepp4 Esse é João Rodrigues atual prefeito de Chapecó ex presidário condenado 5 anos por corrupção, também é o famoso deputado do vídeo pornô, envolvido no famoso caso do assassinato do vereador Marcelino Chiarello. Hoje usa o nome de Bolsonaro pra se manter na política. 🤮",Deputado
481,['1597424625927229442'],1597424625927229442,@PostinhaMalona @Lidiane62717250 @desmentindobozo Deputado federal…,Deputado
482,['1597424360545189888'],1597424360545189888,@rosedbarros Galera o comentário aí era do filho do bolsonaro. Que é deputado eleito e reeleito!,Deputado
483,['1597424267985293312'],1597424267985293312,@NikoIasFerreira Tá na hora como deputado eleito e ir para rua com os manifestantes,Deputado
484,['1597423736294375424'],1597423736294375424,@Baleia_Rossi deputado não desonre nossa Ribeirão Preto. Aliança com o PT para esbulhar o povo com essa Medida proposta pela turma do ex condenado é lamentável.,Deputado
485,['1597423555977052161'],1597423555977052161,"@senadorhumberto Ele é deputado ele não pode ir para frente dos quartéis nem incentivar, então ou vc é besta ou é besta de qualquer forma, acha que vai prejudicar com isso? Primeiro o presidente e o pai dele e não ele",Deputado
486,['1597423513836535808'],1597423513836535808,"@AndreJanonesAdv Como vc foi eleito deputado vc e um exemplo do que não queremos mais para nosso país , meu Deus",Deputado
487,['1597423461911396354'],1597423461911396354,@blogdopannunzio Deputado Federal pode viajar para assistir a copa?,Deputado
488,['1597423459059257344'],1597423459059257344,"@CorrupcaoMemes @danilodavidf Pois esse suposto Drepriminion é o Tomé Abduch, empresário de muito sucesso, milionário e eleito Deputado Estadual em São Paulo. Ele não tá nas manifestações pelo Bolsonaro, assim como a grande maioria que está ali. Mas vocês não estão preparados pra essa conversa.",Deputado
489,['1597423409696501760'],1597423409696501760,@carmelonetobr Um deputado chamando o futuro presidente de ladrão. O Brasil ta lascado mesmo. Ninguém tem mais respeito por ninguém. Ridículo criança. Uma criança grande.,Deputado
490,['1597423365027160065'],1597423365027160065,"@CanaldoNegaoo Discordo. Se eu fosse @BolsonaroSP tb estaria lá.  Quem tem q fazer manifestação é o povo. Os Reis do Olimpo que qualquer coisa pra tira o mandato dos bolsonaros. O que vc acha q ia acontecer se qualquer deputado eleito participar dessas manifestações, perderia o mandato no ato",Deputado
491,['1597422958649409536'],1597422958649409536,"@LUIZPATRIOTA39 Oi , deixa o Eduardo , estamos em luta pelo Brasil agora, com o deputado Eduardo resolveremos em 2026, agora é  foco na nossa luta por um.Brasil melhor.",Deputado
492,['1597422665291079681'],1597422665291079681,"@GerlaneAlmeida_ @Exausta25754410 @AndreJanonesAdv Se quer ser estulta e sonsa,tudo bem, é seu inalienável direito! Mas pare de subir no salto alto e achar que pode posar de esnobe: o Dudu,hamburgueiro,foi eleito deputado da República,o salário e todos os benefícios que ele recebe são pagos pelos impostos de cidadãos brasileiros.",Deputado
493,['1597422523250974722'],1597422523250974722,"@delucca Meuuuuu Deussss
Com a metado do salário de deputado dele, até eu iria!
Perguntinha idiota. Kkkkkkkkkkkk",Deputado
494,['1597422464111353861'],1597422464111353861,"@FabianoWillcker https://t.co/cw65O1u7bh &lt;&lt;-- link da notícia 

Considere assinar a Folha: https://t.co/EsqkNk2T8X",Deputado
495,['1597422449393602560'],1597422449393602560,"@FabianoWillcker https://t.co/cw65O1u7bh &lt;&lt;-- link da notícia 

Considere assinar a Folha: https://t.co/EsqkNk2T8X",Deputado
496,['1597422343877701634'],1597422343877701634,"Que ideia é essa  de falar mal de Eduardo Bolsonaro,  deputado federal? Alguém sabe os motivos dele? O  foco é a fraude e os fraudadores.",Deputado
497,['1597437387822759936'],1597437387822759936,"Só falta essa galera entender, que esse pessoal que está nas ruas, nos quartéis, de nada tem a ver com Bolsonaro, ou Eduardo Bolsonaro e afins!! Esse povo, é o mesmo que foi pras ruas derrubar Dilma Rousseff, é um movimento Anti-PT. Não é por Bolsonaro!! É pelo Brasil 🇧🇷💚💛",Dilma
498,['1597437316213387265'],1597437316213387265,"@senadorhumberto Não meu querido 🙄 vc está enganado...antes do Bolsonaro teve a Dilma, e antes da Dilma teve o Lula por algum tempo. Veio destruído de lá!! Bolsonaro só fez foi consertar a cagada que vcs fizeram!! Se esconde pq tá passando vergonha 🙆🏼‍♀️",Dilma
499,['1597437251688226816'],1597437251688226816,A DILMA VOLTOU. https://t.co/Z3j0DGb5iI,Dilma
500,['1597436977372344320'],1597436977372344320,@flferronato E  pode Dilma  sair  infartada e com muito câncer! Frase Jair Messias,Dilma
501,['1597436197353443328'],1597436197353443328,@o_antagonista LULA DIZ QUE VAI RESGATAR A BANDEIRA DO BRASIL QUE O BOLSONARO ROUBOU.BOLSONARO TROUXE O PATRIOTISMO DE VOLTA. LULA CAGOU PARA OS SÍMBOLOS DO BRASIL QUANDO PRESUDENTE. ELE E DILMA.  SÓ VENERARAM A FOICE E O MARTELO.,Dilma
502,['1597436195067564032'],1597436195067564032,"@kuhhakgo @anaonuno @FabianoLus4 @felipeneto Vão fazer o que sempre fizeram, ir construindo a imagem de um novo candidato para ser lançado no lugar do Lula na próxima eleição, assim como foi feito com Dilma e Haddad. Lula já tem estabilidade, o que ele ia buscar se perpetuando no poder? Dinheiro? Fama? Ele já tem tudo isso",Dilma
503,['1597436166566858753'],1597436166566858753,"A regulamentação das redes sociais no Brasil já começou como prometido, o Tribunal Superior  (TSE) contratou a empresa Partners Comunicação Integrada para monitorar as redes sociais. 
Ministério da Fazenda governo de Dilma teria recebido propina desta empresa que foi contratada",Dilma
504,['1597435965836267521'],1597435965836267521,@IvanValente Desgoverno foi a dilma,Dilma
505,['1597435830838374400'],1597435830838374400,"@aassibarreto Lembro que a Dilma já falou sobre a aposta nos milicos, dando exemplo do que o Chávez fez.",Dilma
506,['1597435621085446145'],1597435621085446145,"@randolfeap Por favor senador Randolfe Rodrigues;sempre admirei sua postura CONTRA OS PACOTES DE MALDADES DO GOVERNO LULA-DILMA(2002-2016,) e confesso que o senhor mudou seu posicionamento muito rapido! Aqui no RJ FOI O ESTADO DETENTOR DA MAIOR FARRA DA TERRA NESSE PERÍODO DESATROSO .",Dilma
507,['1597435103541866497'],1597435103541866497,@KidBandeira @Rubem_93 @PastorMalafaia A Dilma sofreu um impeachment. O Lula foi preso.  Até hoje procuro as razões concretas e não se acha.  FAKE NEWS.  Eu não quero que Bolsonaro seja preso não.  Mesmo com os 51 imóveis. (Pode ser FAKE NeWS) .,Dilma
508,['1597435013049782272'],1597435013049782272,@Matth_Terceiro @bebelpeach @HiraoITiro @vpc23 @dubessonego @caioquero 2016 e 2017 foi dilma ne?,Dilma
509,['1597434875187200001'],1597434875187200001,"@Queiroz_Lima @jeremiascrf @eliasjabbour Vc chama de teoria da conspiração o fato comprovado da intervenção dos EUA no governo Dilma, mas chama de verdade insinuações de que o governo chinês sumiu com um bilionário. Ou seja, o seu critério é o que te convém. Já deu no saco. É bloc.

https://t.co/SLfCicLfCt",Dilma
510,['1597434815976214529'],1597434815976214529,"@gilsonmachadont Vc entende de caserna , o mesmo que a Dilma entende de Português",Dilma
511,['1597434724926251009'],1597434724926251009,"@_bubuia Nossa,  o comentário dele me lembrou a carta do Temer pra Dilma. Pqp kkkk chato e piegas",Dilma
512,['1597434320746033153'],1597434320746033153,"@marcoss40644474 @P_droMenezes o que você não entendeu é que isso foi um erro da Dilma num momento de pressão, e algo que saiu do controle do partido. Ali, por acaso, houve uma convergência de interesses, do clamor popular e do excesso de poder do PT que interessava à mídia combater",Dilma
513,['1597433814015692800'],1597433814015692800,"@allan_mwt @gleisi Estatal de blindados? Vocês não querem terminar os trens bala primeiro, que a Dilma começou e nunca fez nada além de consumir dinheiro público?",Dilma
514,['1597433749511507969'],1597433749511507969,"@randolfeap Vcs permitiram a Dilma cortar 7Bi da Educação...
Hipócritas...",Dilma
515,['1597433695056470017'],1597433695056470017,"@Gardenalpequen3 Está certa. Após a eleição de 2014, onde fui candidato a deputado federal por SP, eu tive que fazer isso porque ataquei muito a Dilma e malucos ameaçavam toda hora. Meu Twitter tinha muita coisa que depois veio à tona por outros. Aí veio o Impeachment. Mas só liberei outro dia.",Dilma
516,['1597433504387993601'],1597433504387993601,A Dilma é viva ainda??KKKKKKKKKKKKKKKKKKK,Dilma
517,['1597433063130419202'],1597433063130419202,"@AndreHenning Lula e Dilma comeram, beberam, hospedaram, expropriaram e se esbaldaram do bom e do melhor as nossas custas, enquanto o povo recebia R$180,00 para passar o mês. E vocês  ""elegeram"" de novo.
Tire primeiro a trave do seu olho, antes de querer tirar o cisco no olho dos outros.",Dilma
518,['1597432975381082112'],1597432975381082112,@UOLNoticias 😂😂😂 no governo Dilma até defunto pegava auxílio Brasil,Dilma
519,['1597432738281574400'],1597432738281574400,"@Tatiane99790318 Vão eleger ele pq não têm força pra fazerem mais nada. Apenas isso. Não acho que vamos ter que esperar 2 anos pro que vc tá relatando que vai acontecer. Vão sugar tudo o que puderem do governo, como fizeram com a Dilma, e depois vão degolar. Vai ser mais rápido que 2 anos.",Dilma
520,['1597432627698728961'],1597432627698728961,"@marcoss40644474 @P_droMenezes A delação premiada foi sancionada dentro de um pacote como tentativa de arrefecer os protestos de 2013, o q a Dilma foi incapaz de calcular, como é incapaz de somar 2 + 2, foram as consequências de tal ato e da providência divina que encontrou Sérgio Moro com receptor da delação",Dilma
521,['1597432173102960640'],1597432173102960640,@JoiceMa09039075 E  pode Dilma  sair  infartada e com muito câncer! Frase Jair Messias,Dilma
522,['1597432120766779392'],1597432120766779392,"@ElaineA22547640 @WillLisil @Juliana80859182 Em 1964 brasileiros, sem internet, só com bilhetes e boca a boca lotaram ruas do Brasil, pediram ajuda aos EUA, Dilma, Zé Dirceu, Genuíno etc sequestraram embaixador americano, se os colocamos no poder, lá ficaram mais fortes, lógico que dará mais trabalho, mas não desistir é Lei",Dilma
523,['1597432098088157185'],1597432098088157185,@Monica88409734 E  pode Dilma  sair  infartada e com muito câncer! Frase Jair Messias,Dilma
524,['1597432029087666176'],1597432029087666176,@sig_rock_mind @Debora_D_Diniz Que a Dilma aprovou 😁,Dilma
525,['1597432028299157504'],1597432028299157504,@AEmadoPlanalto E  pode Dilma  sair  infartada e com muito câncer! Frase Jair Messias,Dilma
526,['1597431939551875073'],1597431939551875073,@brom_elisa E  pode Dilma  sair  infartada e com muito câncer! Frase Jair Messias,Dilma
527,['1597431885143363585'],1597431885143363585,@c_bede E  pode Dilma  sair  infartada e com muito câncer! Frase Jair Messias,Dilma
528,['1597431806948651010'],1597431806948651010,@Millena_1502 E  pode Dilma  sair  infartada e com muito câncer! Frase Jair Messias,Dilma
529,['1597431774979641344'],1597431774979641344,"@IvanValente O INSS nunca teve fila…pra Dilma.
Grande Carlos Gabas.😂😂😂😂 https://t.co/tMVZY37wja",Dilma
530,['1597431413779075073'],1597431413779075073,"@LeonanPeixoto @FirminoDavids @Debora_D_Diniz Detalhe, larguei no 3 período, eu e muitos, justamente pq acompanhamos em sala de aula, desde o golpe na Dilma até os primórdios da operação lava jato, nossa constituição ser rasgada todos os dias na maior cara de pau.
Gastou o pt.instrumental a Bessa, e nem adv eu sou.",Dilma
531,['1597431197583695872'],1597431197583695872,"@almeiidafraan @SueColbert @monark Eleição é por voto e não por roubo
Só por isso já dá pra saber que o ""honesto"" Lula da Dilma, não ganhou",Dilma
532,['1597431044310867969'],1597431044310867969,"Consumo de carne bovina no Brasil dos anos 90,comparado à 2014,governo Dilma. Deixamos pra trás até austrália e EUA.
Hoje ,acho q encostamos na Venezuela..
Fonte
Vídeo:
https://t.co/hFqA4UCDJp https://t.co/5sM0iXyLqi",Dilma
533,['1597430932465537024'],1597430932465537024,"O Le Monde  esta mentindo. o TOTAL DESMATADO NO GOVERNO JAIR MESSIAS BOLSONARO É ABAIXO DO GOVERNO DILMA, MENOR Q O GOVERNO LULA  E FHC. Por que vocês não reconhecem isso? Simples por ele ser um home simples que diz q a Amazônia é assunto nosso e só nosso. O Le Monde mente. https://t.co/HhhhQoWxpO",Dilma
534,['1597430748445028352'],1597430748445028352,"@mariaotilia_m @SorayaThronicke Como é que é? Lula governou por 08 anos, saiu com aprovação de 87% Quando o juridiques armou a palhaçada, foi no golpe da Dilma, que ao contrário do miliciano ecocida, tenebroso, não houve quebra de teto de gastos, como foi  acusada, o desgoverno deixará um rombo. Cuma?",Dilma
535,['1597430722570379265'],1597430722570379265,"@GuilhermeBoulos Os 2 governos Lula e Dilma, cortaram muito mais que o dobro. E aí, o que dizer sobre esse assunto? https://t.co/pupQNca3T0",Dilma
536,['1597430601442697217'],1597430601442697217,"@Gera_PT13 @Leorjaws @monark Minha filha, seu nome de perfil é LuPtistta e você usa uma foto da Dilma
Não sei se você está fazendo de piada, mas não me parece que o outro ali que é a ""massa de manobra imbecil""",Dilma
537,['1597430550763274242'],1597430550763274242,"Quem expulsou os Comunistas
em 64 foram os Patriotas e em
92 os Patriotas expulsou Collor
Em 2016 os Patriotas expulsou
Dilma Em 2018 os Patriotas 
Elegeram o MITO BOLSONARO
Em 2022 os Patriotas NUNCA
NUNCA elegeriam um LIXO LADRÃO nós FOMOS 
ROUBADOS.........",Dilma
538,['1597430467175022599'],1597430467175022599,"@LetyGomes15 @senadorhumberto Pra min foi muito bom, melhor fase da vida, nem gosto de lembrar como era na época da Dilma...",Dilma
539,['1597430432240259072'],1597430432240259072,"@marcrygamerbr @andersonpadua @startupdareal Qdo o lula ia ser nomeado ministro parecia q o mundo tinha acabado. Pior, jamais lula ou dilma foram grosseiros com jornalistas como o bozo. O mundo viria abaixo (sou jorn e a coisa me doia fisicamente qdo o bozo brigava com reporter)",Dilma
540,['1597430326074056704'],1597430326074056704,"@euEjuyeon O lula e Dilma compraram pra copa e as olimpíadas acontecerem no Brasil e a gente tomou um belo 7x1, eles q deveriam ter comprado a vitória do Brasil",Dilma
541,['1597430095807139840'],1597430095807139840,@senadorhumberto Ei...esqueceu da Dilma e do Lula...os cortes que eles fizeram....se enxergue!,Dilma
542,['1597429815782805504'],1597429815782805504,"@fabianerosales @carolbyme Um general dizer que a corporação e comunista? Isso não é lógico dentro da entidade!Pois eles não possuem ideologias PQ tem que ser POSITIVISTAS, E se por tudo fosse verdade; responda: a época de DILMA, ela convocou as FFAA, se fossem comunistas, PQ não a ajudaram?",Dilma
543,['1597429788657975296'],1597429788657975296,As 300 barbaridades da PresidentA Dilma Parte 2 https://t.co/yemn2q9Tdk,Dilma
544,['1597429702204919808'],1597429702204919808,"@_vitor_a_ @monark @alexandre O Monark desafiando o Xandão é como se o Biel do funk chamasse o Mike Tyson no auge para a briga. Lembra o Bolsonaro desafiando a Dilma a fazer uma prova do Enem, sendo que o desgraçado não consegue sequer compreender o enunciado das questões. 😆😆😆",Dilma
545,['1597429691257946113'],1597429691257946113,"@Rodrigu08706700 @anarcoFazuelli @silvandeJesus2 @realpfigueiredo O comunismo não traz apenas uma linha. Por exemplo, a briga do Temer e Dilma, dois comunistas, cada qual com a sua ideologia. Entende? O plano primário é o emburrecimento da massa...isso acontece há anos...está evoluindo, todavia velado.",Dilma
546,['1597429610077380608'],1597429610077380608,@fabiofaria Verde amarelo sempre foi de TODOS e não de uma parcela insignificante como vc! Usamos o que queremos e qdo queremos!https://t.co/A7EnoeejKb,Dilma
547,['1597429357777412097'],1597429357777412097,"""Ainda que"" o ladrão assuma, não podemos esquecer que ganhamos o ""Fora Dilma""!!! Não vamos desistir 💪
🇧🇷🇧🇷🇧🇷",Dilma
548,['1597429062279929856'],1597429062279929856,"Mas, mas NADA!

Não vai cumprir P*RRA NENHUMA.

Vai fazer o que Dilma fez entre 2011 e 2016.

#ForaLula https://t.co/Id027aR7Mf",Dilma
549,['1597429053040254976'],1597429053040254976,"@richardcups juscelino atras de dilma
larguei",Dilma
550,['1597428737691496448'],1597428737691496448,@Rconstantino E pode dizer que Dilma era para sair com câncer e  infartada ! Frases de Jair Messias,Dilma
551,['1597428503137247232'],1597428503137247232,@ncoutinhojunior @lgpalmeida @AlanaPassosRJ O tal do Nine é o que se deixou ser preso? Que poderia ter fugido e se entregou? A tal da Dilma na época poderia ter concedido o mesmo benefício que o Bozo deu ao Daniel né? Pois é...pensa mais um pouco pra ver se a ficha cai.,Dilma
552,['1597428288859045888'],1597428288859045888,"@randolfeap Engraçado quando o PT roubou 247 bilhões só  da educação vc não  deu piti, Quando Dilma cortou 3 bilhões da educação e deu mais de 30 bilhões para ditadores vc também não se pronunciou, 16 anos de universidades sucateadas, vc deveria ter vergonha!",Dilma
553,['1597428203039395845'],1597428203039395845,"@BoicaIslene Notícia falsa, desinformação total, se o exército fosse melancia, estaríamos perdidos quando a Dilma tentou, mas já devem ter esquecido.
Nos manteremos firmes  frente aos Quartéis, essa é a missão.",Dilma
554,['1597428060315258881'],1597428060315258881,"@gilsonmachadont Um fato que pesa foi a questão do general Vilas boas ter barrado a Dilma qd ela tentou acionar as Forças Armadas contra o impecheameant.Agora seria o contrário,Quem teria o poder de não atender o presidente se este requisitar as forças Armadas???",Dilma
555,['1597427776096964608'],1597427776096964608,@joao_milanineto E quando o atual presidente desejou que Dilma  saísse infartada e com câncer do presidencia.  Maldito  o que então?? Hipocrisia,Dilma
556,['1597426976331304962'],1597426976331304962,@randolfeap Dilma fez a mesma coisa. E por falar nisso por onde anda o descondenado? Nunca vi uma imprensa tão omissa na internação de um presidente eleito.,Dilma
557,['1597426668146421760'],1597426668146421760,@YansenLaura @margareth_rei @O_aleXMS @pavao9111 Então pela sua lógica a tragédia que  aconteceu na escola em Suzano no governo Dilma foi culpa da Dilma né?,Dilma
558,['1597426628803538944'],1597426628803538944,@AmericoDBA @realpfigueiredo Lembrando que no tempo da Dilma ela queria decretar estado de sítio pra não ser tirada pelo congresso. E os generais não aceitaram. (claro que a situação hj é bem diferente),Dilma
559,['1597426589683154944'],1597426589683154944,"@L3itadas_l03n_ Menos de 10 anos? Vc está superestimando demais o brasileiro. Nego foi pra rua, gritou fora Dilma, pediu prisão de Lula, e logo em seguida votou no PT de novo.",Dilma
560,['1597426456199823363'],1597426456199823363,"@gafodengas @GugaNoblat @MPF_PGR @TSEjusbr @alexandre Sinto lhe informar: o preço do petróleo base é uma LEI feita pelo governo TEMER, vice da DILMA, que balizou o preço do petróleo como uma Comoddity. Não tinha o que fazer. Então, reduziu-se o imp federal e, os lucros da Petrobras, repassou-se aos brasileiros em forma de redução",Dilma
561,['1597426093228969984'],1597426093228969984,"@VictorMedFarias @babi A 1ª  governança do PT não foi ruim, mas ao aumentar gastos públicos, endividou o país. Socialistas administram mal e gastam muito, assim terminamos com Dilma. Em 4 anos de Bolsonaro empresas estatais deram lucro, o contribuinte não arcou com prejuizos.",Dilma
562,['1597425811803758592'],1597425811803758592,"@gafodengas @GugaNoblat @MPF_PGR @TSEjusbr @alexandre Pre PANDEMIA? 🤣🤣🤣🤣

Não sei se lembra... O país sempre esteve quebrado por conta do governo lula e Dilma. Fomos melhor na PANDEMIA que o governo Dilma sem PANDEMIA

Cair? 🤣
Eu não sei aonde vocês colocam a memória... Acho que guardam debaixo da cama.",Dilma
563,['1597425795915722753'],1597425795915722753,"@MonicaWaldvogel Engraçado, em 2015, último ano de Dilma, o MEC perdeu R$10,5 bilhões e deixou as universidades à mingua. E olha que era o ano do Pátria Educcadora. Ô pessoal de memória curta.",Dilma
564,['1597425532123381760'],1597425532123381760,"@gazetadopovo Vai ser a Dilma.

Imagina? Kkkkkkk",Dilma
565,['1597425500213104641'],1597425500213104641,"@ThiagoTechy @maudemao @CentralEleicoes Um que não era. Citei 2 que são, Aloizio Mercadante tbm é Economista, com Doutorado em Economia pela Unicamp, professor da PUC-SP e da Unicamp, foi representante do Brasil no Mercosul é foi ministro de 3 pastas no Governo Dilma, além de ser do PT.

Esse é um ótimo nome.",Dilma
566,['1597425452330909696'],1597425452330909696,@profpaulamarisa Quem escreveu isso foi a Dilma não caia nessa não kkkkk,Dilma
567,['1597425267148197888'],1597425267148197888,@mae_do_dom @bubdf1 @filipesabara Consegue ser mais burra q a Dilma kkkkkkkkkkkkk,Dilma
568,['1597425264446697473'],1597425264446697473,"@DornellesGaisel @ArthurIosca @BGadaffista se compara sim, e se observa que no periodo Dilma o PIB caiu mais, e o desemprego aumentou mais do que no periodo de bonoro + pandemia + guerra na ucrania.",Dilma
569,['1597425119688736768'],1597425119688736768,"Daqui 4 anos ou quando o @LulaOficial morrer, quero ver a galera da esquerda chorando na rede social que não tem um nome forte por parte da esquerda/centro esquerda...

Haddad: 59 
Lula: 77
Dilma: 74
Marina: 64

Os 4 nomes ex/futuro presidenciaveis da esquerda tudo na casa dos 60",Dilma
570,['1597424800988733440'],1597424800988733440,"@candidopdneto @LucianoHuck Concordo plenamente com o que vc pensa agora, no passado também foi desprezível quando vc participou da agressão verbal com xingamentos a Dilma Rousseff @LucianoHuck  esqueceu? Ela não teve a sua solidariedade.",Dilma
571,['1597424508063092736'],1597424508063092736,"Olha aí porque não aceitam ele entrar novamente na presidência,ele descascou a Dilma na época e o Lula ficou em choque na jaula. https://t.co/LBk94mZs3N",Dilma
572,['1597424466476531712'],1597424466476531712,"@DiPerrelli Essas fotos não são de hoje. Por mais que o projeto de Dilma queira ser diferentona, não iria usar a mesma roupa seguidamente. Muito menos o Cramulhão.",Dilma
573,['1597424437594591232'],1597424437594591232,@GloboNews @NatuzaNery @CesarTralli Só se for os ventos estocados por Dilma ....,Dilma
574,['1597424225719287809'],1597424225719287809,"@juh__louzada @CarlaSv22 Vc não vai mudar o Brasil sendo de esquerda ou direita, Bolsonarista ou lulista! Se isso fosse a mudança, já teria mudado a muito tempo. Antes do Bolsoanaro surgir, até a Dilma derrubaram, hoje não derrubam nem o Janones 👌",Dilma
575,['1597424023360929793'],1597424023360929793,"Se estão afim de viciar em uma série, olhem “O mecanismo”. Simplesmente perfeito pra quem têm dificuldade em entender sobre política, detalha como foi a investigação da lava jato, se tu se ligar bem, consegue identificar os personagem que fazem Lula, Dilma+",Dilma
576,['1597424017388220417'],1597424017388220417,"Nessa black friday, tô igual Tia Dilma, estocando o vento!",Dilma
577,['1597423862144466945'],1597423862144466945,"@GadoDecider Eu lembro dessas fotos, se não me engano foi no início 2016, durante a loucura das pautas bombas, preparando o caminho pro impeachment da Dilma. Muita gente estranhou mas ninguém deu atenção porque o foco era outro e Bozo não era ninguém na época.",Dilma
