,edit_history_tweet_ids,id,text,topic
1389,['1595840326240985091'],1595840326240985091,@QuebrandoOTabu @LeoPericlesUP @UP80BR Esse Leo Pericles é brabo,Léo Péricles
1390,['1595818760220602368'],1595818760220602368,"#FIFAWorldCup| Atualizando a Tabela do Bolão JG com os resultados do dia 22.

Fiuk segue em #1 nos palpites acompanhado de Belutti, Léo Lepri, Péricles,  e Zé Roberto, todos esses com 12 pts, Rebeca Andrade com 11 pts e Tiago Leifert na lanterna com 9 pts. https://t.co/60b7Mvk7Hg",Léo Péricles
1391,['1595813389749686273'],1595813389749686273,"@BubbleKenko @arruda_franco07 @paulacfcoelho @barbosadaianne @LulaOficial Repito sem problema,eu votei no menos pior,na vdd eu queria que o Léo Péricles fosse eleito",Léo Péricles
1392,['1595808500294516741'],1595808500294516741,"@nseioqehgotica vai se aliar, ao leo pericles em 2025",Léo Péricles
1393,['1595807529136799745'],1595807529136799745,"LÉO PÉRICLES 4 PORCENTO
COLIGAÇÃO UP, PSTU, PCO, PAB, PCB
VICE: Vera Lúcia PSTU [estilo Alckimin e Lula 2006 e 2022]",Léo Péricles
1394,['1597417515894079488'],1597417515894079488,"#TerroristasDasEstradas
#BolsonaristasGolpistas
#HospícioDoBozo
#BrasilNasRuas
#SOSForçasArmadas
#PerdeuMané #NãoAmola
Esse é o jizuis do padre Kelmon https://t.co/Gxqb8I1E2q",Padre Kelmon
1395,['1597417017468157952'],1597417017468157952,@josianezwirtes @AugustoNPistola Não vai não! - padre Kelmon😒,Padre Kelmon
1396,['1597416541162999810'],1597416541162999810,Ei Padre Kelmon e BrochoNaro....vão comer merda,Padre Kelmon
1397,['1597414602685714432'],1597414602685714432,@PATRlOTAS Tá parecendo o padre Kelmon…,Padre Kelmon
1398,['1597401676272775169'],1597401676272775169,"@StavrakasMarcos @desmentindobozo Se lhe serve de consolo a gente não é uma ditadura (que você tanto gosta) então em 4 anos vai poder votar no Danilo Gentili, Bolsonaro e até no padre Kelmon se quiser. Deu pra passar 4 anos orgulhoso de um desgoverno então creio eu que da pra passar mais 4 tranquilo, tranquilo",Padre Kelmon
1399,['1597401134297403392'],1597401134297403392,@abafaissoaqui tô quase o padre kelmon,Padre Kelmon
1400,['1597397639473303552'],1597397639473303552,"@HenriqueLeijoto @EDISPE @CezarRJ_1982 @OliverStuenkel Se não fosse debate Cabo Daciolo não faria a votação que fez em 18, Padre Kelmon nessa eleição, e só ver o desempenho do Eymael sem ir em debates, acho que esse teste já foi feito, por isso essa busca pelo coeficiente mínimo.",Padre Kelmon
1401,['1597396800419135488'],1597396800419135488,"@UOLNoticias É porque vocês não entenderam que não é pelo Bolsonaro.  Estamos lutando contra eleições fraudulentas, que querem colocar um ex-presidiario de volta à cena do crime.  Se o Bolsonaro tivesse perdido para o Ciro, Tebet ou até para o Padre Kelmon, nada disso estaria acontecendo.",Padre Kelmon
1402,['1597394995216277504'],1597394995216277504,"@pingucopinga Falso e o Kelmon?Ne?Triste pois conheci o Padre Fabio antes dele ""dislumbrar"",quando ele tava na Cancao Nova,ele virou Global,eu acho que ele precisa se reencontrar.",Padre Kelmon
1403,['1597381807791812609'],1597381807791812609,@LuanaBarros1710 @Fernand50994986 Só se for pro padre Kelmon.,Padre Kelmon
1404,['1597377905713373184'],1597377905713373184,@marc7botafogo FALTOU O PADRE KELMON PRA HERESIA SER COMPLETA,Padre Kelmon
1405,['1597374864910094336'],1597374864910094336,"@0iSakura Parecia q tava possuída tadinha, chama o Padre Kelmon",Padre Kelmon
1406,['1597363278824361986'],1597363278824361986,"@LUIZPATRIOTA39 Vc cometeu um erro grave, pois quem esta nas rua não são bolsonaristas e sim patriotas, se vc apoia o homem tanto faz Lula, Bolsonaro, ou padre kelmon e etc. Vc tem que apoiar o certo nos somos anti PT, Lula, corrupção, comunismo e anti tudo que se opõe contra a vontade de Deus",Padre Kelmon
1407,['1597357244319862784'],1597357244319862784,Depois o Padre Kelmon que é pejorativamente chamado de padre de festa junina! https://t.co/g2tIchh82M,Padre Kelmon
1408,['1597352635656712193'],1597352635656712193,@angelo_diogenes Lógico que não né. Ele voltou no Padre Kelmon,Padre Kelmon
1409,['1597348363871354880'],1597348363871354880,"Esse é o padre falso, não o Padre Kelmon. https://t.co/KzdD6jxBcd",Padre Kelmon
1410,['1597346589701378048'],1597346589701378048,@DanielAtivista Como dizia o Padre Kelmon durante o  debate:  “ Não vai não. Não vai não”🤣,Padre Kelmon
1411,['1597343165597782017'],1597343165597782017,"@mfriasoficial Mario procure o Padre Kelmon, você está precisando.",Padre Kelmon
1412,['1597335093529706498'],1597335093529706498,"@ciro_nogueira Pior do que o bolsolixo e vocês fizeram,qualquer um que entrar fará melhor .
Até o padre Kelmon.
Perdeu mané .
Não amola",Padre Kelmon
1413,['1597327493505372160'],1597327493505372160,Esse ae é tão padre quanto o kelmon https://t.co/94RVaUvLg0,Padre Kelmon
1414,['1597314092582457344'],1597314092582457344,@LiaDeSousa1 Eu aposto minhas fichas no número 4... Padre Kelmon...,Padre Kelmon
1415,['1597312830503428098'],1597312830503428098,chocada q o Padre Kelmon tava em Castro kkkkkkkkk,Padre Kelmon
1416,['1597310689286426625'],1597310689286426625,"@alertatotal @JovemPanNews Como disse aquele padre, Kelmon, Kelvin, kelson...
""Não vai não"".",Padre Kelmon
1417,['1597298343537147904'],1597298343537147904,gabriel jesus e padre kelmon tem o mesmo número de gols em copa do mundo,Padre Kelmon
1418,['1597297625359056896'],1597297625359056896,@leonardo1opes Em pensar que esse negócio é levado a sério. Tô achando que o Casemiro votou no Padre Kelmon.,Padre Kelmon
1419,['1597292991130894338'],1597292991130894338,"toda vez essa chatice de ficar militando em cima de jogador de futebol por posicionamento político , irmão fodase eles podem ter votado no padre kelmon trazendo o hexa pra mim tá ótimo",Padre Kelmon
1420,['1597289943952683009'],1597289943952683009,@SorayaThronicke O padre Kelmon te manda um abraço.,Padre Kelmon
1421,['1597286333407719424'],1597286333407719424,@isakprr Um homem lindo desses podia votar até no padre Kelmon,Padre Kelmon
1422,['1597285203021791232'],1597285203021791232,"Frei acaba de entrar na Suíça. É nosso dever colocar Padre Kelmon, Kelson, Kevin lá",Padre Kelmon
1423,['1597275578956414977'],1597275578956414977,"@TerraBrasilnot Esse é considerado padre mass, o padre kelmon não 🤔😒",Padre Kelmon
1424,['1597271320865431553'],1597271320865431553,"Após missa do Galo com Padre Kelmon
 😂🤣🤭

Não percam essa missa !!!

Fora SatanásNaro e seus demônios da miséria https://t.co/WvIlLgpqpd",Padre Kelmon
1425,['1597265074363969536'],1597265074363969536,"Cadê o Padre Kelmon? 
46% dos jogadores do brasil estão possuidos!
#Brasil https://t.co/AMg5OybfRA",Padre Kelmon
1426,['1597263990601969664'],1597263990601969664,"@lwnzi Meu deus, cadê o Padre Kelmon?",Padre Kelmon
1427,['1597248765361938432'],1597248765361938432,"@renancalheiros @LulaOficial @gilbertogil Mas será pra atingir só um lado?
Pq não vi de sua parte nenhum gesto sobre a filha do presidente,da regina Duarte,do neymar e do padre kelmon.",Padre Kelmon
1428,['1597239143209533441'],1597239143209533441,Vai se fode uahauahuahau o padre kelmon/kelvin/clone sei lá tava em Castro uahauahayhauahauhauay pqp que bando de alienados nessa cidade auhauahauah,Padre Kelmon
1429,['1597236914938970113'],1597236914938970113,@PeKelmon @Helenova31 Então Padre Kelmon...ainda SOMOS MILHÕES. Basta milhões de CORAJOSOS para colocar esses BANDIDOS PARA CORRER.,Padre Kelmon
1430,['1597232752461430784'],1597232752461430784,@nutzzlos Se o PT vier com Haddad pra presidente daqui 4 anos eu vou votar no padre kelmon de protesto,Padre Kelmon
1431,['1597217985894445062'],1597217985894445062,"A Gol vai faturar Gustavo Lima, Sergio Reis, Regina Duarte, Leonardo, Família Bolsonaro, Damares, Padre Kelmon, o velho da havan, todo mundo - já vai - Ja foi embora do país #Bolsonaro #LulaPresidente2022 #LulaPresidente1️⃣3️⃣ #bolsonaristas",Padre Kelmon
1432,['1597216005675429890'],1597216005675429890,@leticiasgm Mas o padre kelmon trabalha é pro satanás,Padre Kelmon
1433,['1597214212010676224'],1597214212010676224,@Leticiabecke_r ele tá melhor q o padre kelmon né,Padre Kelmon
1434,['1597210464882405376'],1597210464882405376,@julixcomments reza pra n ser do grupo do padre kelmon,Padre Kelmon
1435,['1597210274573926400'],1597210274573926400,"@TerraBrasilnot @pefabiodemelo  ESSE É O PADRE"" VERDADEIRO"" DA ESQUERDA, QUE NEM ROUPA DE PADRE VESTE. JÁ O PADRE @PeKelmon KELMON FOI ATACADO E POSTO EM DÚVIDA, SÓ PORQUÊ DEFENDE PRINCIPIOS DA FAMÍLIA, DA VIDA E DA LIBERDADE.",Padre Kelmon
1436,['1597196464836726786'],1597196464836726786,"@ThasOli87924873 @andrefernm Bate forte o tambor, eu quero é tic tic tic tic tac (Padre Kelmon rebolando)",Padre Kelmon
1437,['1597195860592693250'],1597195860592693250,@andrefernm Tic Tac é a música que o Padre Kelmon dançava,Padre Kelmon
1438,['1597139710769782785'],1597139710769782785,"@CiroLeonardo5 @guicacao @carlos27fjv @botafogunner @Karineesouzzaa @dannicollman @Rosimarcf @MonicaRiosGil1 @adeleadkins2530 @yuricazzo @MaxuelVieira6 @silvaneide19 E onde é que o padre Kelmon e o caba do Partido Novo é ladrão? Eu duvido que o Ciro seje mais honesto que o caba do Partido Novo. Ele mesmo disse que é ficha limpa, é mentira minha?",Padre Kelmon
1439,['1597110036329009153'],1597110036329009153,"@renancalheiros @LulaOficial @gilbertogil Não vai não. KELMON, Padre.",Padre Kelmon
1440,['1597092139531350017'],1597092139531350017,@NeideAtz Deve ser caso de exorcismo... Seria bom o Padre Kelmon fazer uma visitinha nesse andar... eu só acho...😎,Padre Kelmon
1441,['1597077973668331521'],1597077973668331521,@SorayaThronicke Soraya Tronicke tá precisando de uns conselhos do padre Kelmon. rsrsrsrsrs.,Padre Kelmon
1442,['1597063428778364928'],1597063428778364928,"Padre Kelmon no ônibus....de Curitba para SP
😄 https://t.co/QLUGGNctrj",Padre Kelmon
1443,['1597059885447139329'],1597059885447139329,Como assim o Padre kelmon em Castro kkkk 🤡,Padre Kelmon
1444,['1597055373487185920'],1597055373487185920,@ZAMENZA Tão “padre” quanto o “padre” Kelmon… https://t.co/OXfZ21uIXr,Padre Kelmon
1445,['1597054623629873152'],1597054623629873152,O padre de festa junina Kelmon podia dar uma unção para o Neymar voltar a jogar logo.,Padre Kelmon
1446,['1597054083550285825'],1597054083550285825,Deus abençoe o padre Kelmon! https://t.co/O4XETOUTPu,Padre Kelmon
1447,['1597053389091012609'],1597053389091012609,"@guimaraes13PT O sr. está louco para comprar uma cueca maior tipo GGG, "" não vai não "" by padre Kelmon kkkk https://t.co/WTWQODuWGe",Padre Kelmon
1448,['1597053346946650112'],1597053346946650112,@melofernandoo to fazendo do teu ídolo padre kelmon seu merda,Padre Kelmon
1449,['1597048757493039106'],1597048757493039106,@FOFOQUEl é o padre kelmon é,Padre Kelmon
1450,['1597044830814621696'],1597044830814621696,@cairojardim Será parente do Padre Kelmon kkkk,Padre Kelmon
1451,['1597044414379327488'],1597044414379327488,@CrisCAlmeida @AleOliveira1968 @geglobo E quando fizeram isso contra o Padre Kelmon?,Padre Kelmon
1452,['1597044197588054016'],1597044197588054016,o padre kelmon da esquerda https://t.co/lvkiWW7Yip,Padre Kelmon
1453,['1597039789265412101'],1597039789265412101,A verdade é que quem ganhou foi o padre kelmon mas o big xande se recusou a acreditar,Padre Kelmon
1454,['1597038822059298817'],1597038822059298817,o nosso padre kelmon https://t.co/Gl9dhXtEnL,Padre Kelmon
1455,['1597038388603129856'],1597038388603129856,descobrindo agora q o PADRE KELMON tava em castro hoje vsf https://t.co/7KBaQ2HVuV,Padre Kelmon
1456,['1597033360303718402'],1597033360303718402,@CelsoCosta1965 @senadorhumberto Lembrei do Padre Kelmon: “não vai não!”,Padre Kelmon
1457,['1597033132808892417'],1597033132808892417,@Rconstantino @leandraleal @gilbertogil Porra... já bloqueei essa baranga e ela sempre aparece pra mim... Vou chamar o padre Kelmon para exorcizar meu twitter 🤬,Padre Kelmon
1458,['1597032052360351745'],1597032052360351745,"@misteriouspavao Adoro essa fala do padre Kelmon! Hahaha... 

- NÃO VAI NÃO!!",Padre Kelmon
1459,['1597029116125282304'],1597029116125282304,"""caiu na foda?"" kkkkkkkkkkkkkkkkkkkk padre Kelmon x padre Fábio de Melo os dois a 80 por hora quem é menos padre https://t.co/7DSApp9I3A",Padre Kelmon
1460,['1597022216562278400'],1597022216562278400,"Já estão anunciando o Show , será logo após a missa do padre Kelmon 😂 https://t.co/K6t7Lc2kav",Padre Kelmon
1461,['1597021615023624192'],1597021615023624192,@felipeneto Isso vale pra quem atacou o padre Kelmon no aeroporto e avião?,Padre Kelmon
1462,['1597021295233101824'],1597021295233101824,@hhhaligh Se fosse o padre Kelmon seria mais interessante,Padre Kelmon
1463,['1597018800901488640'],1597018800901488640,padre kelmon é mais padre q esse aqui https://t.co/oSCq1FbgBE,Padre Kelmon
1464,['1597016993173245953'],1597016993173245953,padre kelmon tava hoje em castro KKKKKKKKKKKKKKK inacreditável,Padre Kelmon
1465,['1597011717287858177'],1597011717287858177,Sério que vergonha padre Kelmon na minha cidade 😐,Padre Kelmon
1466,['1597010125881237504'],1597010125881237504,"Você ainda não entendeu?
Se o #Bolsonaro tivesse tido menos votos que o padre kelmon, ainda assim, os brasileiros estariam nas ruas dizendo #LadraoNaoSobeARampa.
Quer que desenhe?",Padre Kelmon
1467,['1597009504683819008'],1597009504683819008,Padre o Sr vai para o inferno olhando esse video...Vou falar com Bispo Edir e o Padre Kelmon sobre comprotamento.🤣🤣🤣🤣🤣🤣🤣🤏🤏⛪️⛪️⛪️⛪️⛪️⛪️ https://t.co/DIMgMD6vET,Padre Kelmon
1468,['1597006168416976897'],1597006168416976897,"Não sei qual o padre mais falso,se é padre Fábio de Melo ou o padre kelmon 🤔
#Domingao",Padre Kelmon
1469,['1597001464773488640'],1597001464773488640,"@TerraBrasilnot Não vai não. KELMON, Padre.",Padre Kelmon
1470,['1597001188008144896'],1597001188008144896,"@conexaopolitica Não vai não. KELMON, Padre.",Padre Kelmon
1471,['1597000902497271809'],1597000902497271809,"@rkviefilm @ComandoBlindado E continuou tendo menos votos que o Padre Kelmon
KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK",Padre Kelmon
1472,['1596999939649044480'],1596999939649044480,Tô muito triste que perdi de tirar foto com o Padre Kelmon que veio rezar aqui na frente da minha casa AAAA,Padre Kelmon
1473,['1596999110686806016'],1596999110686806016,@updatecharts esse padre é tão fake quanto o kelmon,Padre Kelmon
1474,['1596998639531851776'],1596998639531851776,tá pior que o padre kelmon https://t.co/BB2yQOOKfH,Padre Kelmon
1475,['1596996147544936450'],1596996147544936450,"@pedro_corsa @renanmclima @fabriciopedrini @monark quando atacaram o padre kelmon no avião, boa parte da galerinha que hoje criticam o cara que atacou o Gil estava zoando e compartilhando rindo da situação. Existe dois pesos e duas medidas aqui.",Padre Kelmon
1476,['1596989981611859968'],1596989981611859968,Padre Kelmon vai ser secretário do governo de São Paulo Tarcísio de Freitas a pedido do Bolsonaro Vai ser secretário para versa sob assuntos aleatórios. Vai da aula sobre como combater os comunistas nas escolas https://t.co/45Re3wLeGB,Padre Kelmon
1477,['1596989876854874112'],1596989876854874112,@lramos52 Padre Kelmon vai ser secretário do governo de São Paulo Tarcísio de Freitas a pedido do Bolsonaro Vai ser secretário para versa sob assuntos aleatórios. Vai da aula sobre como combater os comunistas nas escolas,Padre Kelmon
1478,['1596989047020609538'],1596989047020609538,"@TerraBrasilnot Os que xingaram o Presidente (A Autoridade Maior) nunca foram punidos. Não concordo com xingamentos. Daniela Mercury xingou, ofendeu e cuspiu no rosto do Padre Kelmon, simplesmente por ele apoiar o Presidente. Tem que existir respeito de ambos os lados.",Padre Kelmon
1479,['1596988684750188544'],1596988684750188544,@thiago_suman A Costa Rica seria uma espécie de Padre Kelmon da Alemanha?,Padre Kelmon
1480,['1596987635641483268'],1596987635641483268,O PADRE KELMON TAVA EM CASTRO HJ? Q PORRA E ESSA KIIIIIIIIKKKKKKKKKKKKK,Padre Kelmon
1481,['1596985416724291584'],1596985416724291584,"@Leonarduarte @Jouberth19 E eu tive uma visão medonha, que ainda precisa de confirmação: quem ganhou a eleição na verdade foi o padre Kelmon, mas o Papa comunista decidiu que quem ganhou foi o Lula. Aguardem 72 horas. Vem bomba aí…",Padre Kelmon
1482,['1596981515212435456'],1596981515212435456,as vezes eu so queria ser o padre kelmon,Padre Kelmon
1483,['1596978473439875073'],1596978473439875073,@Sbnraa E padre kelmon como atração surpresa kkkkkkkkkk,Padre Kelmon
1484,['1596972449618595840'],1596972449618595840,"aaaa não, como assim o padre Kelmon aqui em Castro? kkkkkkkkkkkkkk",Padre Kelmon
1485,['1596972422229807105'],1596972422229807105,"Cai na besteira de deixar tv ligada na globo no tal domingão e me deparo com o padre fake, Fábio de Melo, mais fake que o Kelmon",Padre Kelmon
1486,['1596972147519664129'],1596972147519664129,O PADRE KELMON TA NO MEU PAÍS CASTRO,Padre Kelmon
1487,['1596967711577235456'],1596967711577235456,"O Santinha ,chama o Padre KELMON pra rezar nas frente dos Quartéis, o povo lá tomo muito cloroquina, tudo demoniado... https://t.co/3VBwmURVOB",Padre Kelmon
1488,['1596967237390585856'],1596967237390585856,@claudiosalesfer @TerraBrasilnot Lembrei do Padre Kelmon.. tá sumido. Gostei dele!,Padre Kelmon
1489,['1596966890412220416'],1596966890412220416,"@lucinhalevita É muito KIT COVID na mente do do pessoal  na frente dos Quartéis..chama o Padre KELMON  pra exorcizar, tá tudo  demoniado",Padre Kelmon
1490,['1596963717585199105'],1596963717585199105,"@conexaopolitica ""NÃO VAI NÃO!"" como diria o saudoso padre kelmon",Padre Kelmon
1491,['1597438181020164096'],1597438181020164096,"@LeindeckerTarot Encheu a cara, ficou incomodando os outros com política, provavelmente tropeçou e caiu e tá dizendo que apanhou...🤷🤷🤷",Política
1492,['1597438145561493504'],1597438145561493504,"@catafoiawins @realpfigueiredo @gilsonmachadont @jairbolsonaro https://t.co/WZ4uKjLI38   
 
A parte do Mercadante vindo de família militar, filho de general e irmão de coronel é  bem interessante e tendencioso não? E esses ex íntegrantes do governo Bolsonaro e suas afinidades com a equipe de transição? Balela tb?",Política
1493,['1597438075332087810'],1597438075332087810,"@Jambock_1945 @BolsonaroSP @guilherme_amado Eu acho eles muito coerentes. Filho de peixe , peixinho é. 30 anos sem fazer porra nenhuma na política. Vai fazer agora pq ? Quem tá no relento e na chuva são vcs .  Eles são muito inteligentes, burros são vcs.",Política
1494,['1597438066083655680'],1597438066083655680,Confira o vídeo de Politica de Verdade! #TikTok https://t.co/qpm0yZae3E,Política
1495,['1597437929218973697'],1597437929218973697,"TSE encontra e bloqueia R$ 13,6 milhões em conta do PL para quitar multa de R$ 22,9 milhões | Política | G1 https://t.co/gRHkQ5RaxB",Política
1496,['1597437927348645888'],1597437927348645888,"@Th3usV1ctor @EduFarah @Rconstantino Voltamos aos bons tempos!
Tancredo vivia as turras com Ulisses, que brigava com Covas, que lutava com Brizola, que esculachava o FHC e Lula divergindo de tudo e todos.
Isso é democracia e política.
Não há um comando central... isso é próprio de governos totalitários.",Política
1497,['1597437890795294720'],1597437890795294720,"@DaniloGentili Agradeça agora com o novo governo os mortos podem voltar a ser feliz e comer picanha.
https://t.co/NaCnxe9EGc",Política
1498,['1597437889335689216'],1597437889335689216,"@LeindeckerTarot Agressão por causa de política. 
Uns bolsonaristas agrediram. 

Só sabemos que está em observação no hospital espero que esteja bem",Política
1499,['1597437797828538369'],1597437797828538369,"@anifolls Nada justifica uma agressão, mas a mulher toma todas e depois quer debater política? Gente não se discute com bebeado, juntou com outros deu nisso.",Política
1500,['1597437737325383680'],1597437737325383680,"Boicotar a Rússia da Copa do Mundo, e da política mundial por eles lutarem contra os Nazistas Ucranianos pode. Mas, boicotar o Irã, por eles ferirem os direitos humanos  não pode. Europa, Estados Unidos e OTAN são sinônimos de Hipocrisia e Ignorância",Política
1501,['1597437716756856834'],1597437716756856834,"@Dra_Deolane A cachaça antes de matar humilha neh, a pessoa toda desequilibrada em bar, arrumando briga por política,  passa a noite ai tomando uma glicose, amanhã esta zero",Política
1502,['1597437612612280320'],1597437612612280320,"@centralreality Coloque a notícia certa, foi por causa de política. A mesma estava provocando, com sinais de estar embriagada. TRANSPARÊNCIA!!!! Por favor.",Política
1503,['1597437602424311808'],1597437602424311808,"@SAOLUISCOMOMITO @KarllaGabys @Laurao1008 @CrimesReais Isso não tem a ver com política ou ideologia amigo, tem a ver com proteger as crianças que sofram abusos, que normalmente acontecem dentro de casa, para que o que aconteceu com a criança desse crime não aconteça com outras
Crianças são inocentes, não sabem o que é certo e errado",Política
1504,['1597437598183882752'],1597437598183882752,"@ofamososic @EveraldoPiment7 @felipeneto Sou cristã graças a Deus, e não sou boba, cristão não é burro e nem tapado, vão lê a bíblia que lá vcs vão aprender sobre política mais do que ficam aprendendo na internet... Vão achando que cristão é bobo",Política
1505,['1597437594992017409'],1597437594992017409,@erlan_bastos @emoff @iG Esqueceu De Falar Que Foi Sobre Política!,Política
1506,['1597437571759755264'],1597437571759755264,"Governo Bolsonaro bloqueia R$ 5,7 bi e amplia risco de 'apagão em serviços'
Caso a nova trava precise ser implementada pela equipe econômica, o bloqueio total chegará a R$ 15,4 bilhões, deixando poucos recursos para a máquina pública

https://t.co/OPwbOhAJqJ",Política
1507,['1597437534614990849'],1597437534614990849,"@MauroPerval PASSEI a acreditar que as FFAA só sairão dos quartéis se for preciso proteger o povo de uma repressão violenta. 
Para reverter eleição fraudulenta, em tese, é questão política e jurídica. É a leitura que estou fazendo agora.
@DefesaGovBr @BragaNetto_gen
https://t.co/mOf46V5Dmn",Política
1508,['1597437478776213504'],1597437478776213504,@PaolaDeboche Ela q provocou um grupo a estava bebendo. E foi por causa de politica. Na a ver vom reality,Política
1509,['1597437436183072768'],1597437436183072768,"@andrizek Rizek, você tem razão: o jogador Neymar faz falta. Um craque sim! O ser político não nos importa no contexto chamado futebol. Aliás, nem ele sabe o que é política...",Política
1510,['1597437383779450880'],1597437383779450880,"@EldaRocha11 Bêbada, resolveu discutir política em bar e  se deu mal",Política
1511,['1597437358802358272'],1597437358802358272,"@Augustus_Dozimo @Steh_Papaiano Certeza que é pelo fato da cabecinha de jegue dele ainda raciocinar como capitão, como subalterno. Em perspectiva é que compreendi sua obsessão em encharcar seu governo como general. Até na porra da articulação política com o legislativo tava um corno de verde oliva.",Política
1512,['1597437342968868864'],1597437342968868864,"juyo que não aguento mais só mulher pelada na minha tl
excluí minha conta antiga pq n conseguia me livrar de política agr vou excluir essa pra me livrar da putaria",Política
1513,['1597437231098400768'],1597437231098400768,@geraldoalckmin @LulaOficial Richarlison e Vini Jr da Política,Política
1514,['1597437224642957312'],1597437224642957312,"“Imoralidade”, diz Gleisi sobre compra de blindados por R$ 5 bilhões.
https://t.co/F2pxdSQdLt. Falta de vergonha e respeito ao povo brasileiro. 💰💰💰

via @GoogleNews",Política
1515,['1597437147329744896'],1597437147329744896,"@tuitagabii_ @centralreality Não foi por causa do Reality, ela estava bêbada discutindo política. E estão usand isso para se fazer de vítima.",Política
1516,['1597437125871382528'],1597437125871382528,"@Dra_Deolane Mas é marketing minha querida, o perfil da Deolane está praticamente fechado pra coisas de reality, coisas da #AFazenda14, o que tem a ver falar de agressão que a irmã sofreu por causa de política? Tão querendo dar a entender que foi coisa de reality, oportunistas! Melhoras p ela",Política
1517,['1597437106238132225'],1597437106238132225,"Mas é marketing minha querida, o perfil da Deolane está praticamente fechado pra coisas de reality, coisas da #AFazenda14, o que tem a ver falar de agressão que a irmã sofreu por causa de política? Tão querendo dar a entender que foi coisa de reality, oportunistas! Melhoras p ela https://t.co/SQ7NIaaYb4",Política
1518,['1597437055789051904'],1597437055789051904,"O comunismo de guerra ou de consumo foi desastroso como política no período de Lenin. A Rússia superou-o quando Lenin implementou a perspectiva da NEP defendida pelos social-democratas originalmente, uma política de economia mista que conciliava mercado e planificação. (+)",Política
1519,['1597436912276340736'],1597436912276340736,"Conheço. Inclusive uma das minhas amigas mais próximas. Pessoas maravilhosas e inclusive essa minha amiga, que possui um coração puro e lindo demais 

mesmo não entendendo a razão, respeito e a gente evita discutir política. https://t.co/3iHhuk9bFj",Política
1520,['1597436842844262401'],1597436842844262401,@Dra_Deolane Foi tirar onda com a cara dos outros por causa de política kkkkkkkkkkkkkkkkkkk🤦🏽‍♂️,Política
1521,['1597436805728858113'],1597436805728858113,"Vamos trocar umas ideias sobre o cenário política e outras bobagens aleatórias... cola pessoal!🙃
https://t.co/0sZE2nIh1x",Política
1522,['1597436765438377985'],1597436765438377985,"@alarisbt @dudelbem Ciência sem Fronteiras. De preferência, na minha opinião, (1) sem tirar dinheiro da pesquisa para financiar o programa, (2) com política pública de acompanhamento e avaliação e (3) focado em doutorandos e pós-docs. Chances de isso acontecer no curto prazo? Próximas de 0, acho 😐",Política
1523,['1597436736279220225'],1597436736279220225,"@leleoficial15 @Dra_Deolane A mulher TREBADA ,briga por POLÍTICA, manda todo mundo tomar no UC , vai para o hospital tomar GLICOSE e vocês fazem SENSACIONALISMO e MARKETING para engajar a irmã que está no programa? Que baixo isso...",Política
1524,['1597436671297220608'],1597436671297220608,"@randolfeap Senador Randolfe!Por favor conserve suas opiniões!Agora é todo mundo dizendo amém para ter uma tetinha""para engordar as economiasTriste essa política novamente do toma-lá-dá-cá.Queremos RENOVAÇÃO E NÃO O RETORNODE UMA ERA SUSTENTADAPOR ALTOS INVESTIMENTOS TERCEIRIZANDO VINGANÇAS",Política
1525,['1597436661389926401'],1597436661389926401,China: cresce indignação contra política de tolerância zero contra covid... https://t.co/MiH3rnsKLJ via @YouTube,Política
1526,['1597436620751659008'],1597436620751659008,"@PedroRonchi2 Igual o bolsa família faz falta aos mortos.
https://t.co/NaCnxe9EGc",Política
1527,['1597436591605415937'],1597436591605415937,"@Dra_Deolane Quem Manda Não Saber Beber E Intimar As Pessoas???
Fora Que Não Tem  Nada A Ver Com A Fazenda, Foi Por Causa De #Política 😉😘",Política
1528,['1597436517626294274'],1597436517626294274,"@claremibueloni PASSEI a acreditar que as FFAA só sairão dos quartéis se for preciso proteger o povo de uma repressão violenta. 
Para reverter eleição fraudulenta, em tese, é questão política e jurídica. É a leitura que estou fazendo agora.
@DefesaGovBr @BragaNetto_gen
https://t.co/mOf46V5Dmn",Política
1529,['1597436499670097920'],1597436499670097920,"@CaetanoDias10 @OsmanFelipeMon1 @RodrigoHilbert Disse o seguidor de Janones… que disse que Lula nunca foi corrupto, que Guedes foi pior ministro… que Bolsonaro é genocida…. Kkkk …. O cara é a mais pura representação do serzinho manipulado, que foi moldado pra ajudar a escoria politica a voltar pro poder. Burro! https://t.co/itlmZTNjYZ",Política
1530,['1597436440954417153'],1597436440954417153,"@Galahad_druid @kr_nady @PedroRonchi2 Já estudei em federal de exatas e hoje de humanas, em ambas não aborda-se política em aula, temos uma carga densa, por tanto fora de sala sempre rola reflexões, e taí, cientista que é cientista reflete, o que a galera chama de doutrinação é pura dedicação e reflexão, só isso",Política
1531,['1597436423183142913'],1597436423183142913,@Jpzada027 tão misturando jogo com política agr tbm,Política
